nitrogen,phosphorus,potassium,temperature_c,humidity_pct,soil_ph,rainfall_mm,ndvi,soil_moisture,forecast_temperature_c,forecast_rainfall_7d_mm,market_price,market_demand_index,crop
142.96,55.78,66.16,29.53,79.78,6.56,1289.68,0.64,0.691,28.97,141.03,500.0,0.763,sugarcane
52.09,48.45,28.77,22.4,55.14,7.63,404.83,0.463,0.382,21.49,0.0,6790.23,0.679,chickpea
62.33,78.39,24.7,19.63,71.47,7.7,413.43,0.579,0.333,24.03,43.89,7070.95,0.606,chickpea
100.03,23.43,46.36,20.23,64.37,7.54,764.56,0.598,0.46,21.3,66.45,2638.9,0.729,wheat
125.98,61.48,71.64,31.18,59.49,6.76,1528.9,0.705,0.75,31.21,154.38,500.0,0.791,sugarcane
28.28,39.67,54.19,26.19,47.22,6.54,514.39,0.461,0.406,25.88,0.0,4878.39,0.947,groundnut
69.12,60.96,49.47,17.27,50.03,5.48,434.73,0.591,0.357,17.87,31.45,1916.02,0.802,potato
132.71,51.92,56.2,32.7,81.06,7.42,1151.41,0.624,0.662,31.36,75.85,500.0,0.73,sugarcane
74.8,49.6,54.26,26.41,66.34,6.82,748.17,0.519,0.525,28.64,44.61,3283.25,0.718,soybean
84.79,71.22,43.57,21.76,70.99,5.83,598.32,0.673,0.423,21.85,23.44,2008.7,0.777,maize
127.42,66.73,57.91,23.59,58.23,6.26,1262.91,0.735,0.716,24.49,87.22,2297.03,0.935,rice
70.18,39.44,37.38,19.55,63.38,8.25,886.15,0.52,0.507,18.62,106.74,2415.03,0.785,wheat
79.71,54.93,35.32,19.77,89.41,7.29,897.17,0.644,0.58,20.03,121.94,3438.56,0.729,soybean
93.07,52.91,40.83,19.56,62.99,5.27,553.27,0.576,0.398,16.74,54.83,1131.85,0.729,potato
60.23,45.67,59.94,25.21,66.5,5.42,732.4,0.691,0.534,20.9,57.5,6046.97,0.775,soybean
86.58,44.68,50.74,24.13,73.84,5.94,602.16,0.609,0.352,23.77,113.39,2440.93,0.833,tomato
59.51,27.32,47.64,19.08,62.29,5.16,638.25,0.471,0.46,22.61,86.62,1430.33,0.603,potato
57.03,41.78,34.41,16.21,41.34,6.44,387.92,0.472,0.326,15.23,28.61,7961.99,0.916,chickpea
51.25,45.33,39.22,26.12,53.81,6.46,686.91,0.639,0.463,25.05,28.36,4288.64,0.814,groundnut
24.39,32.35,45.58,25.26,46.36,5.27,476.32,0.537,0.38,27.39,59.46,5500.17,0.678,groundnut
74.17,39.4,57.65,19.7,64.11,6.51,760.07,0.568,0.516,21.81,75.7,1415.16,0.748,potato
25.45,50.51,46.36,22.22,48.7,7.03,396.43,0.527,0.319,27.0,110.65,6424.82,0.757,chickpea
116.32,67.63,34.95,16.02,64.16,6.04,915.39,0.564,0.51,14.97,139.33,2141.04,0.918,maize
35.69,67.51,38.13,25.71,61.86,6.7,923.93,0.506,0.563,26.05,107.66,4590.08,0.747,soybean
146.77,47.69,59.7,25.16,72.67,6.91,1233.68,0.677,0.713,20.77,90.94,500.0,0.842,sugarcane
80.09,58.87,36.34,28.03,87.78,6.76,1559.12,0.575,0.75,31.75,208.18,1841.78,0.716,rice
60.55,72.03,54.56,20.31,74.24,6.9,851.51,0.506,0.615,20.83,49.76,5056.82,0.903,soybean
140.77,42.87,33.69,32.45,69.64,6.08,1403.86,0.701,0.706,32.97,130.2,1644.7,0.804,rice
68.95,51.44,63.96,20.24,46.68,6.66,732.9,0.542,0.471,20.66,56.35,6659.16,0.712,groundnut
136.97,42.15,78.96,34.07,63.62,6.92,1827.72,0.587,0.75,34.27,177.19,500.0,0.924,sugarcane
120.53,38.46,23.46,31.87,57.8,6.17,850.75,0.672,0.487,31.55,53.28,6073.96,0.451,cotton
48.86,60.33,28.48,27.21,67.85,6.08,1060.9,0.625,0.583,29.72,93.85,4508.98,0.886,soybean
48.55,42.24,27.06,23.41,47.07,6.64,722.21,0.613,0.413,22.74,55.6,2164.8,0.957,wheat
59.15,46.33,40.63,26.69,54.79,6.0,604.66,0.541,0.404,25.68,51.67,2136.12,0.735,maize
44.42,56.84,36.03,24.92,44.39,6.67,707.58,0.678,0.423,21.47,83.93,4794.61,0.817,groundnut
46.68,49.71,30.05,21.96,51.71,6.26,622.81,0.512,0.42,20.2,20.49,4688.41,0.859,groundnut
96.6,44.17,44.78,19.26,35.74,6.23,747.27,0.594,0.548,19.51,43.48,2390.7,0.88,wheat
103.77,26.08,72.41,24.36,63.89,6.51,348.83,0.82,0.299,24.38,1.5,8063.01,0.765,cotton
99.07,43.99,82.11,35.0,71.78,7.03,1502.08,0.54,0.75,34.81,150.27,500.0,0.767,sugarcane
54.99,36.73,23.64,26.98,82.99,6.6,778.92,0.614,0.552,27.39,53.91,4099.03,0.801,soybean
122.21,30.1,38.89,21.82,74.88,6.56,1557.62,0.65,0.75,24.28,193.83,2285.46,0.791,rice
109.23,46.68,66.09,24.64,71.01,7.04,1209.54,0.726,0.691,23.39,111.9,500.0,0.938,sugarcane
122.2,26.47,41.69,28.81,62.17,7.2,696.96,0.593,0.428,31.37,27.17,6844.69,0.642,cotton
70.74,60.04,40.43,21.08,50.13,6.44,480.85,0.549,0.462,18.45,27.56,2733.43,0.872,wheat
60.34,43.39,43.96,26.75,55.94,6.75,846.33,0.474,0.635,27.04,88.47,5536.07,0.693,cotton
64.49,48.81,35.43,20.01,73.26,6.95,477.06,0.644,0.406,18.89,39.46,2334.78,0.534,potato
120.25,59.53,47.63,17.9,70.05,6.21,2178.22,0.634,0.75,19.17,228.68,500.0,0.746,sugarcane
86.41,43.15,59.17,31.53,50.46,5.8,1015.67,0.527,0.614,31.09,64.08,2510.91,0.747,maize
96.84,31.61,28.37,17.1,52.17,6.46,554.34,0.55,0.424,19.27,0.0,2838.93,0.705,wheat
48.48,29.57,29.33,18.27,72.25,5.72,982.93,0.53,0.65,16.98,58.97,4549.64,0.896,soybean
104.36,68.11,27.2,24.9,69.56,6.29,1228.51,0.803,0.667,29.16,159.8,500.0,0.766,sugarcane
111.72,70.86,39.94,31.15,76.87,6.82,1990.43,0.5,0.75,28.99,130.39,500.0,0.802,sugarcane
53.87,58.93,29.25,17.89,55.02,6.15,423.48,0.342,0.314,16.13,80.73,7170.91,0.645,chickpea
102.6,40.16,39.81,30.15,80.88,7.09,1415.26,0.796,0.644,28.13,150.39,500.0,0.772,sugarcane
115.24,43.13,51.79,31.63,91.39,5.91,1508.47,0.677,0.75,33.65,173.79,500.0,0.699,sugarcane
96.41,57.99,42.64,27.28,70.63,5.74,1640.22,0.683,0.75,26.32,181.66,2084.97,0.917,rice
81.48,41.61,27.56,27.66,57.04,5.92,511.81,0.585,0.411,28.15,84.48,5179.37,0.771,soybean
67.98,41.99,62.95,30.55,66.96,6.61,836.86,0.503,0.503,32.04,77.33,500.0,0.658,sugarcane
88.53,56.65,66.23,20.4,71.18,6.23,445.14,0.585,0.376,21.71,12.35,1952.13,0.708,potato
66.46,40.92,48.52,18.48,64.6,5.03,505.1,0.445,0.437,20.93,34.24,1084.68,0.642,potato
71.15,38.45,50.09,21.18,78.89,6.22,906.53,0.564,0.608,21.89,126.62,1990.92,0.95,maize
121.97,95.88,55.02,34.06,90.94,6.24,1738.88,0.635,0.75,37.99,144.78,530.68,0.817,sugarcane
95.78,32.01,50.08,25.15,75.89,6.07,703.56,0.872,0.54,23.85,56.8,2825.73,0.782,tomato
11.85,47.58,43.4,19.37,49.3,6.93,549.87,0.462,0.459,21.7,20.41,4467.44,0.659,chickpea
114.98,37.06,12.3,30.18,64.82,6.11,874.88,0.71,0.459,28.51,87.45,1725.88,0.752,maize
108.43,51.77,70.23,34.72,55.29,6.77,1020.77,0.491,0.497,32.99,60.31,500.0,0.716,sugarcane
94.74,55.14,28.3,16.07,71.72,5.23,695.28,0.478,0.446,13.42,52.23,1389.34,0.681,potato
51.72,62.15,50.0,27.36,59.28,6.75,591.21,0.589,0.448,26.59,11.87,4775.65,0.722,groundnut
95.33,22.08,53.02,22.64,76.31,6.11,745.68,0.723,0.513,23.32,124.8,7592.62,0.786,cotton
128.64,31.06,46.49,34.06,92.0,7.15,1316.28,0.6,0.622,31.58,113.24,2086.11,0.771,rice
108.59,41.34,42.62,30.28,88.98,7.43,1547.99,0.739,0.75,27.69,222.03,500.0,0.647,sugarcane
35.1,53.11,28.33,29.64,60.44,7.33,624.06,0.444,0.426,32.63,7.55,5457.41,0.973,soybean
52.14,43.69,47.95,21.76,74.1,6.71,974.47,0.673,0.689,19.39,109.49,4283.19,1.0,soybean
120.3,23.87,39.28,19.75,52.49,6.22,555.06,0.616,0.448,21.46,0.0,1967.44,0.835,wheat
72.58,35.6,56.86,26.64,76.07,5.59,804.91,0.688,0.578,24.06,40.95,2773.25,1.0,tomato
113.54,40.47,30.47,23.93,60.94,6.27,895.19,0.752,0.605,28.05,109.45,2803.86,0.742,maize
89.3,21.26,23.09,28.45,66.55,6.3,697.69,0.555,0.501,29.42,51.04,8774.98,0.666,cotton
71.41,21.19,30.04,24.07,53.07,6.21,1032.92,0.643,0.533,21.68,135.46,4679.12,0.834,soybean
128.31,29.41,31.14,21.65,42.43,6.18,582.59,0.68,0.505,22.59,83.86,8685.79,0.594,cotton
88.31,21.15,24.54,17.92,68.84,6.3,853.32,0.565,0.482,18.94,152.61,2228.9,0.777,maize
77.13,39.68,30.35,23.77,73.23,6.25,576.81,0.632,0.491,23.35,51.45,4713.02,0.743,cotton
63.43,38.15,57.89,26.87,68.74,6.31,738.54,0.596,0.497,27.17,59.29,2223.31,0.805,tomato
93.43,56.56,57.94,32.73,68.7,7.34,888.92,0.595,0.574,31.86,115.48,2462.44,0.68,maize
121.77,43.83,26.7,21.76,97.34,6.12,1507.54,0.608,0.75,23.55,141.81,2098.97,0.923,rice
62.37,51.61,36.71,23.03,56.7,7.39,505.93,0.67,0.471,20.61,72.67,2384.51,0.719,wheat
12.17,61.2,59.58,28.48,48.49,6.72,511.67,0.561,0.394,30.26,110.89,7463.52,0.541,chickpea
72.55,28.11,61.02,17.05,47.89,6.38,758.18,0.556,0.47,19.22,159.27,2164.41,0.592,wheat
93.34,47.93,33.21,14.17,57.6,5.81,472.4,0.471,0.495,16.48,18.01,1914.68,0.761,maize
20.62,61.18,35.7,28.97,51.85,5.59,506.57,0.491,0.425,26.39,55.97,4587.49,0.755,soybean
112.13,20.49,49.02,33.52,63.05,7.07,968.03,0.597,0.58,34.38,141.86,6832.92,0.635,cotton
107.81,26.7,27.24,24.01,72.28,6.86,683.35,0.738,0.455,21.75,123.32,2580.41,0.789,maize
143.04,55.99,48.05,25.44,55.34,6.85,1760.45,0.775,0.75,28.19,214.72,1527.68,0.864,rice
60.3,37.93,56.8,26.57,47.18,6.6,559.93,0.612,0.453,27.71,98.5,7334.54,0.647,chickpea
35.28,53.58,39.34,26.94,48.51,6.4,1092.48,0.511,0.646,28.57,139.53,4920.0,0.847,soybean
57.9,65.18,50.46,27.28,48.87,6.9,710.64,0.373,0.579,24.28,41.87,6347.62,0.652,groundnut
83.92,60.26,61.71,19.7,49.98,5.74,627.77,0.501,0.35,16.94,109.36,1484.66,1.0,potato
89.85,18.43,42.21,27.98,55.35,6.23,721.93,0.592,0.501,30.21,95.89,7925.06,0.859,cotton
107.94,25.55,39.56,26.14,70.17,5.91,602.56,0.723,0.491,23.88,46.47,6876.81,0.779,cotton
118.29,49.59,66.49,31.87,100.0,6.32,1312.05,0.766,0.716,30.41,128.36,500.0,0.747,sugarcane
29.02,52.39,41.99,28.82,69.21,6.32,489.54,0.553,0.332,30.64,24.1,5591.0,0.852,groundnut
123.14,50.14,58.41,24.76,56.62,6.88,1853.38,0.766,0.75,27.27,223.21,500.0,0.825,sugarcane
98.99,52.44,37.02,24.19,88.99,6.31,1042.02,0.718,0.564,24.41,127.15,2140.8,0.921,rice
101.33,37.56,60.62,33.13,75.02,6.1,816.69,0.616,0.516,31.36,68.48,5886.07,0.611,cotton
87.22,25.74,36.0,22.43,60.28,6.35,763.9,0.562,0.477,22.28,47.75,2139.4,0.811,wheat
85.38,68.02,27.83,17.82,58.82,6.09,545.48,0.427,0.383,18.56,22.92,2577.0,0.697,tomato
93.89,14.84,37.77,24.13,84.14,7.23,919.65,0.724,0.557,24.51,87.89,2145.92,0.743,maize
101.32,32.7,45.19,20.85,74.33,6.23,1128.85,0.733,0.67,17.77,111.19,500.0,0.593,sugarcane
19.71,68.52,31.87,25.04,74.71,6.63,351.03,0.597,0.35,24.05,31.83,5296.73,0.809,groundnut
135.53,51.24,53.17,30.68,82.42,5.41,1685.06,0.697,0.75,33.44,175.43,500.0,0.742,sugarcane
95.74,68.99,35.1,29.29,70.99,6.58,808.5,0.715,0.532,29.55,177.07,5204.34,0.915,soybean
51.8,35.2,49.98,23.42,60.22,6.39,929.65,0.659,0.543,22.56,85.15,2424.19,0.826,maize
40.56,54.69,41.1,27.75,65.73,6.51,610.36,0.594,0.373,27.75,71.72,6162.05,0.743,groundnut
122.82,64.86,57.53,25.2,71.07,6.85,2154.54,0.762,0.75,22.53,201.42,500.0,0.866,sugarcane
43.66,52.97,55.4,28.16,60.17,6.87,600.58,0.572,0.544,27.29,7.01,5862.96,0.781,groundnut
104.02,58.95,17.93,20.6,60.19,6.64,410.82,0.726,0.262,16.1,52.13,2265.72,0.862,wheat
115.07,31.34,48.75,24.74,37.02,6.73,707.96,0.697,0.453,23.87,45.81,2780.89,0.82,wheat
63.39,30.36,39.95,23.01,53.4,5.38,504.37,0.509,0.438,22.34,43.69,2326.32,0.892,tomato
100.74,55.34,36.7,27.03,59.15,7.02,462.88,0.57,0.373,28.06,61.82,7690.64,0.688,chickpea
98.87,37.4,38.6,29.47,76.05,6.21,899.64,0.649,0.571,30.95,107.5,7679.29,0.681,cotton
115.71,30.46,80.78,27.35,96.5,6.6,1418.73,0.769,0.75,28.15,130.36,500.0,0.954,sugarcane
63.73,68.43,44.55,22.11,46.8,7.37,464.37,0.575,0.432,26.31,13.5,6968.1,0.599,chickpea
64.05,66.77,8.54,25.72,73.56,6.44,784.97,0.662,0.576,26.93,121.5,4459.62,0.957,soybean
44.81,31.5,39.09,23.13,60.75,6.05,869.04,0.407,0.617,25.13,94.28,4696.26,0.898,soybean
111.58,50.28,33.27,30.12,54.75,6.15,649.08,0.642,0.422,31.96,49.67,4862.08,0.743,cotton
93.26,47.63,36.42,22.71,65.73,6.82,587.88,0.641,0.413,24.42,2.6,2342.63,0.837,wheat
86.12,47.78,37.09,18.42,55.41,6.66,758.47,0.637,0.478,18.89,52.48,2550.01,0.826,wheat
88.84,53.86,45.35,21.22,81.94,6.22,688.98,0.594,0.466,23.81,75.77,7331.07,0.622,cotton
107.6,35.8,45.68,34.43,54.64,5.4,665.77,0.635,0.496,36.6,82.4,6539.27,0.638,cotton
52.7,58.38,40.53,31.8,65.66,6.63,355.32,0.491,0.32,31.44,11.27,5471.48,0.866,groundnut
34.96,36.86,57.29,36.82,50.66,6.1,570.13,0.263,0.508,36.18,43.02,6400.02,0.768,groundnut
119.45,71.14,68.46,26.59,73.25,6.51,1094.86,0.856,0.615,24.78,72.36,500.0,0.77,sugarcane
77.7,37.66,31.15,15.04,46.07,7.17,756.84,0.48,0.531,13.73,63.69,2268.71,0.625,wheat
98.31,32.49,20.37,32.04,59.5,5.79,774.19,0.529,0.538,33.81,113.11,6831.04,0.709,cotton
116.91,49.04,35.97,31.33,84.6,5.97,859.21,0.718,0.713,30.27,141.18,2277.0,0.875,rice
110.86,62.29,55.03,15.46,52.77,5.32,613.63,0.591,0.523,13.05,41.53,2240.83,0.571,potato
48.92,35.44,50.36,27.1,63.29,6.23,714.98,0.57,0.457,24.32,111.35,4522.51,0.807,soybean
96.49,46.49,24.24,25.26,63.16,6.77,742.32,0.706,0.487,25.61,39.95,6614.58,0.542,cotton
124.11,51.85,22.56,16.14,55.68,6.79,746.5,0.59,0.399,23.05,75.82,3439.87,0.767,wheat
87.6,6.85,37.36,33.3,45.43,6.61,545.24,0.486,0.505,33.55,72.62,6881.91,0.598,cotton
90.96,43.18,43.43,14.2,68.3,6.92,529.0,0.531,0.504,14.78,27.28,1941.18,1.0,wheat
60.8,38.08,38.32,15.55,49.41,6.58,906.97,0.515,0.516,15.19,91.01,2255.62,0.776,wheat
43.02,53.39,24.75,26.44,75.89,5.35,1085.74,0.521,0.676,24.53,114.39,3390.97,0.902,soybean
119.19,45.41,55.81,26.78,85.03,6.78,1175.13,0.749,0.667,29.07,116.56,2652.3,0.87,rice
109.45,66.17,42.06,32.88,73.07,6.99,1112.89,0.587,0.6,36.25,101.33,500.0,0.693,sugarcane
59.71,71.87,58.16,27.63,58.13,5.62,614.33,0.589,0.429,29.64,9.31,4707.29,0.713,soybean
110.98,87.67,39.98,34.35,74.68,6.26,1027.87,0.591,0.566,33.76,36.13,500.0,0.646,sugarcane
100.13,40.18,42.44,31.37,53.26,6.89,520.22,0.594,0.31,33.13,112.46,6266.87,0.762,cotton
113.43,42.79,59.75,28.22,66.91,6.42,1379.65,0.651,0.711,26.73,70.96,500.0,0.86,sugarcane
27.42,55.82,38.64,20.62,39.83,7.23,561.03,0.511,0.436,19.71,80.2,6849.19,0.786,chickpea
105.0,44.81,45.29,25.4,76.61,6.86,789.69,0.771,0.535,24.48,68.37,2203.74,0.943,rice
83.32,26.64,61.64,21.58,56.56,6.9,694.04,0.529,0.432,20.72,31.93,1837.61,0.775,maize
153.36,71.0,64.18,27.34,62.95,7.47,1343.87,0.755,0.659,26.62,169.96,500.0,0.725,sugarcane
127.61,52.24,29.79,36.94,80.65,6.84,1208.28,0.613,0.736,39.38,157.84,2487.83,0.818,rice
106.16,51.06,45.73,33.33,72.12,6.29,1217.89,0.628,0.75,32.29,196.99,500.0,0.772,sugarcane
125.41,45.12,44.92,28.75,68.1,6.49,513.89,0.706,0.482,29.94,53.46,7593.56,0.728,cotton
50.74,67.62,29.14,16.58,80.0,6.16,747.4,0.542,0.558,18.08,106.26,3542.8,0.649,soybean
104.02,51.09,41.84,21.08,60.05,7.31,642.45,0.661,0.45,21.11,68.26,2620.69,0.73,wheat
107.17,40.25,26.85,23.4,60.06,6.22,962.49,0.605,0.532,23.98,74.27,3963.58,0.943,cotton
92.51,54.56,25.71,17.81,70.61,6.74,1082.84,0.567,0.618,17.33,131.76,2011.14,0.815,maize
151.0,45.96,32.04,21.59,75.98,7.08,1319.57,0.659,0.662,22.33,135.83,500.0,0.956,sugarcane
83.37,37.87,39.24,17.47,58.69,5.56,583.94,0.531,0.464,16.5,112.46,1521.16,0.677,potato
76.8,65.72,38.5,30.37,80.13,5.78,716.23,0.53,0.568,28.48,89.23,2836.37,0.755,tomato
49.92,45.57,39.51,27.43,42.69,7.5,577.74,0.554,0.409,26.89,61.67,8779.96,0.636,chickpea
89.31,30.98,35.83,25.16,85.82,6.59,816.07,0.623,0.479,23.77,120.87,2318.57,0.867,rice
120.03,53.39,43.57,23.42,92.2,6.84,1418.32,0.718,0.75,22.44,121.83,500.0,0.805,sugarcane
107.59,32.65,34.87,17.63,72.58,5.83,729.82,0.634,0.517,22.18,87.2,1683.38,0.916,potato
65.35,39.41,28.75,19.21,68.43,6.36,620.2,0.468,0.394,16.74,0.0,1968.51,0.825,wheat
86.81,61.13,37.87,23.2,72.0,6.69,819.65,0.562,0.595,20.06,36.13,2141.47,0.779,maize
105.15,40.85,39.45,23.33,58.99,6.11,885.61,0.618,0.604,22.22,9.46,2274.05,0.55,maize
60.69,69.57,42.6,31.18,58.87,6.28,566.44,0.503,0.527,33.4,26.13,6086.47,0.775,groundnut
129.23,56.52,59.05,25.68,95.97,6.47,1584.05,0.784,0.75,23.1,166.84,500.0,0.767,sugarcane
69.59,49.22,36.85,24.15,67.68,5.54,621.02,0.634,0.413,24.46,115.44,6345.65,0.703,groundnut
47.51,23.63,29.41,24.81,67.1,7.25,1004.96,0.504,0.507,24.86,76.93,3941.74,0.792,soybean
81.51,37.0,37.76,22.01,70.0,6.4,711.75,0.599,0.576,25.05,8.68,1808.58,0.675,potato
59.91,11.16,42.39,29.79,62.44,6.92,788.29,0.406,0.471,33.77,62.02,8456.16,0.514,cotton
40.24,31.91,75.61,26.6,61.19,6.7,547.23,0.526,0.376,27.11,102.62,1870.33,0.604,tomato
102.55,47.82,28.36,15.05,72.98,5.81,508.85,0.638,0.377,14.33,33.19,1966.06,0.735,potato
106.14,43.92,5.0,29.82,41.9,6.44,948.27,0.652,0.623,31.85,159.81,2070.71,0.779,maize
57.82,13.55,34.03,24.49,68.93,6.26,1029.92,0.562,0.562,23.27,194.06,2043.35,0.935,maize
103.89,39.8,41.38,30.78,84.87,5.95,868.79,0.596,0.601,30.14,140.74,2488.34,0.861,tomato
148.66,75.13,51.7,16.38,69.33,5.83,849.73,0.504,0.535,18.8,98.46,1867.71,0.797,wheat
96.1,32.39,49.28,29.58,66.94,6.36,681.79,0.653,0.377,29.91,93.1,6272.6,0.622,cotton
100.2,62.77,40.15,27.81,70.73,7.21,1348.58,0.473,0.672,27.94,111.77,500.0,0.698,sugarcane
15.08,73.55,49.16,19.78,57.99,6.04,472.59,0.466,0.356,21.3,71.92,6105.74,0.758,groundnut
39.06,35.83,33.65,25.09,78.76,6.36,637.12,0.628,0.37,24.29,21.01,7302.67,0.578,groundnut
76.07,12.7,40.38,24.75,70.33,6.09,502.92,0.657,0.382,26.56,10.28,2171.52,0.731,tomato
59.99,24.88,52.9,28.46,65.06,6.27,625.53,0.61,0.613,31.57,109.62,2790.94,0.862,tomato
75.25,62.15,31.36,24.68,72.27,6.58,691.86,0.659,0.528,22.43,113.41,2550.95,0.748,maize
98.45,59.94,36.92,18.2,71.31,6.24,1345.58,0.555,0.705,17.17,155.77,2631.82,0.774,rice
64.22,65.08,49.47,23.54,53.91,5.82,625.82,0.556,0.448,24.83,89.86,2402.85,0.91,maize
63.15,33.13,33.94,14.85,49.49,6.43,468.74,0.424,0.425,10.84,82.39,2211.2,0.813,wheat
115.45,39.21,37.6,32.52,92.34,6.85,1547.48,0.682,0.75,34.72,164.95,500.0,0.73,sugarcane
107.72,36.51,38.17,28.9,47.67,6.01,594.86,0.586,0.415,25.42,74.77,7713.44,0.546,cotton
81.33,43.21,33.53,22.17,58.25,5.69,662.2,0.601,0.387,24.45,115.66,1882.13,0.911,maize
72.48,19.47,41.14,18.35,68.81,7.1,602.62,0.465,0.508,18.77,121.16,1614.9,0.761,tomato
94.76,59.74,21.46,30.64,64.58,6.45,1973.27,0.636,0.75,30.31,228.41,2329.91,0.877,rice
25.35,39.75,32.28,27.8,58.71,6.34,752.48,0.397,0.428,28.47,49.45,5560.84,0.887,soybean
54.69,42.32,29.69,23.62,36.93,7.1,441.03,0.477,0.398,27.25,34.76,6005.24,0.717,chickpea
94.23,41.19,22.05,25.43,75.55,6.47,777.36,0.651,0.548,28.69,37.13,9295.87,0.595,cotton
70.46,37.85,47.77,22.9,66.76,6.89,455.67,0.518,0.449,20.46,0.0,2534.71,0.936,tomato
40.14,30.52,44.24,23.91,66.56,6.46,770.74,0.609,0.491,25.05,120.21,3784.7,0.712,soybean
97.68,51.38,54.53,32.78,65.69,6.18,950.53,0.626,0.589,35.18,113.77,1899.97,0.858,rice
20.94,44.64,53.42,23.47,42.71,7.06,513.31,0.537,0.333,19.61,3.68,6712.12,0.738,chickpea
132.26,47.09,22.36,22.09,66.79,5.92,1665.52,0.78,0.75,23.67,191.08,2542.81,0.746,rice
91.66,50.74,30.58,30.28,71.4,6.34,778.41,0.666,0.499,26.72,80.38,2474.85,0.979,maize
49.91,71.45,20.78,21.31,71.31,6.44,563.96,0.504,0.483,22.77,84.68,5585.03,0.817,chickpea
96.79,46.67,48.7,26.88,93.3,6.14,1212.76,0.563,0.75,24.96,38.33,2140.97,0.816,rice
107.37,51.77,37.16,36.32,75.49,7.11,1752.17,0.545,0.75,36.72,150.71,500.0,0.784,sugarcane
118.73,50.66,54.33,26.04,71.86,6.4,1551.03,0.678,0.75,26.93,156.18,2317.98,0.919,rice
45.93,56.34,42.67,22.32,83.88,6.96,701.44,0.531,0.562,21.82,91.12,2114.44,0.966,tomato
106.11,29.56,56.88,22.22,64.74,6.32,443.44,0.618,0.383,26.07,0.0,6650.41,0.715,cotton
100.88,38.27,55.33,21.24,69.41,6.15,745.97,0.608,0.55,22.94,72.34,1671.61,0.86,maize
36.54,48.79,41.56,21.96,51.85,7.48,566.37,0.499,0.356,21.59,48.96,6777.48,0.783,chickpea
108.33,47.31,46.82,24.39,100.0,6.92,1219.18,0.778,0.75,24.01,151.34,500.0,0.751,sugarcane
79.34,35.63,49.73,24.46,76.76,6.2,643.49,0.75,0.456,27.16,96.03,2365.43,0.792,tomato
49.58,31.98,53.27,24.88,49.81,5.75,631.6,0.586,0.525,22.35,42.92,5719.77,0.685,groundnut
73.63,52.99,32.93,24.05,54.64,6.11,501.34,0.634,0.439,26.18,45.13,7714.45,0.611,chickpea
5.0,36.24,73.6,26.78,61.76,6.57,605.29,0.623,0.544,24.92,131.18,5190.88,0.792,groundnut
84.31,46.72,40.53,24.02,75.82,5.51,838.26,0.621,0.654,21.42,78.75,1922.9,0.765,potato
105.52,40.19,51.86,22.45,78.66,6.84,886.2,0.646,0.591,22.62,69.12,2136.4,0.772,maize
120.72,37.91,60.71,19.78,64.24,6.92,762.68,0.691,0.584,21.67,62.37,8004.38,0.766,cotton
90.12,50.56,31.57,25.21,49.78,6.85,727.78,0.646,0.507,25.7,95.03,2530.75,0.796,maize
61.43,43.88,67.33,20.21,71.27,6.39,590.83,0.425,0.368,15.77,112.99,2402.67,0.886,tomato
71.27,32.49,46.74,28.83,47.54,6.79,637.37,0.599,0.475,30.3,65.9,2297.53,0.839,tomato
113.86,35.82,32.5,31.51,82.41,5.72,713.56,0.585,0.531,30.25,46.52,2005.58,0.843,rice
52.54,60.09,32.59,29.79,41.75,5.41,500.54,0.515,0.301,28.57,9.93,5879.99,0.983,groundnut
106.78,26.11,41.68,28.59,67.86,6.7,577.15,0.635,0.421,30.64,75.01,2424.81,0.758,maize
102.06,53.12,7.72,20.25,61.04,6.21,669.21,0.576,0.559,20.04,42.59,2087.03,0.874,maize
108.39,35.47,67.31,15.69,58.59,5.36,548.38,0.448,0.432,15.17,56.29,1666.08,0.571,potato
82.57,51.07,38.79,24.8,70.51,6.28,321.02,0.693,0.354,25.62,0.0,2336.51,0.94,tomato
73.62,51.03,26.79,22.18,46.85,6.01,726.49,0.528,0.43,22.35,91.44,2274.03,0.883,maize
83.21,49.98,44.63,36.42,68.72,6.35,694.75,0.437,0.514,35.82,94.82,5595.1,0.717,cotton
109.07,43.36,65.79,34.33,70.49,5.18,1222.72,0.599,0.641,32.71,177.66,2115.01,0.916,rice
157.1,48.98,45.14,32.83,76.25,7.03,1304.7,0.635,0.661,33.18,96.22,500.0,0.866,sugarcane
47.21,63.12,42.56,14.38,78.56,5.82,723.84,0.44,0.54,14.08,73.47,1647.91,0.612,potato
73.69,38.11,15.42,19.84,53.49,6.5,672.64,0.51,0.539,19.88,40.32,1898.71,0.785,wheat
120.89,63.67,45.62,37.55,76.8,6.66,1224.22,0.622,0.737,36.56,142.6,500.0,0.818,sugarcane
90.8,53.75,16.73,28.27,73.82,6.43,998.34,0.596,0.531,29.2,43.45,1712.0,0.72,maize
94.24,40.61,16.38,26.65,67.83,6.47,863.88,0.631,0.547,25.74,130.14,2013.34,0.758,maize
92.92,37.48,46.86,28.35,57.01,5.96,776.1,0.563,0.519,31.22,90.49,2423.55,0.688,maize
119.7,51.16,50.63,35.79,63.19,6.58,728.49,0.534,0.444,39.69,61.41,500.0,0.865,sugarcane
53.2,47.93,34.4,17.54,35.16,6.82,534.51,0.46,0.441,16.49,25.01,6272.0,0.724,chickpea
